,StartDate,EndDate,Duration (in seconds),Finished,RecordedDate,ResponseId,Q1,Q2,gender,age_group,rgn_nm,bmclub,division,memberNo,SEG,weight
116,2025-10-16 17:06:27,2025-10-16 17:07:08,41,TRUE,2025-10-16 17:07:09,R_4qXaf8zhsQyf9HH,10 ,물건도 다양하고 급할때 편리해요!!,FEMALE,30대,수도권,구독,[BMART],1.60509E+11,FEMALE30대,
117,2025-10-16 17:06:08,2025-10-16 17:07:10,61,TRUE,2025-10-16 17:07:11,R_9PUwWoTngjVKIlp,10 ,급할 때나 또는 요새 잘 나가는 제품들도 많이 구비되어 있어 좋은 거 같아 자주 이용하고 있습니다 :),FEMALE,30대,수도권,구독,[BMART],1.51213E+11,FEMALE30대,
121,2025-10-16 17:06:35,2025-10-16 17:07:22,46,TRUE,2025-10-16 17:07:23,R_4Sp4CfFUeIIUAIo,1 ,"배달이 너무 오래걸려요 저녁 해먹으려고 시킨건데 거의 한시간 반 지나서 도착했고, 배달시간은 계속 뒤로 변경하면서 문의하기 누르면 상담원 연결도 안되고. ",FEMALE,30대,수도권,미구독,"[BMART, Store]",2.01228E+11,FEMALE30대,
122,2025-10-16 17:07:07,2025-10-16 17:07:23,15,TRUE,2025-10-16 17:07:24,R_9xGupgphy6jK8Lf,10 ,간편해요.,FEMALE,30대,수도권,구독,[BMART],1.71206E+11,FEMALE30대,
128,2025-10-16 17:07:01,2025-10-16 17:07:50,48,TRUE,2025-10-16 17:07:51,R_4euJPBtpuTfTKet,7 ,급한 물건을 집에서 나가지않고 빠르게 배달받을 수 있는게 제일장점입니다. 음식뿐아니라 생필품도 팔아서 도움이 되었습니다,FEMALE,30대,수도권,구독,[BMART],1.71022E+11,FEMALE30대,
140,2025-10-16 17:07:38,2025-10-16 17:08:20,42,TRUE,2025-10-16 17:08:21,R_4rZKZwkioXJhHZE,7 ,최소주문금액과 배민클럽이어도 배달비가 부과되는 부분 감점,FEMALE,30대,수도권,구독,[BMART],1.91227E+11,FEMALE30대,
148,2025-10-16 17:08:16,2025-10-16 17:08:29,12,TRUE,2025-10-16 17:08:30,R_41rocTwui8xGB33,10 ,편함,FEMALE,30대,수도권,구독,[Store],1.90414E+11,FEMALE30대,
149,2025-10-16 17:08:01,2025-10-16 17:08:29,27,TRUE,2025-10-16 17:08:31,R_4rZq2rDzHTrglTX,10 ,배송이 빨랏어요,FEMALE,30대,수도권,구독,[BMART],2.00304E+11,FEMALE30대,
161,2025-10-16 17:07:40,2025-10-16 17:08:50,70,TRUE,2025-10-16 17:08:51,R_4wmEGZuqVCvFSHD,10 ,쿠폰과 할인으로 가성비 좋음,FEMALE,30대,수도권,미구독,[Store],2.01407E+11,FEMALE30대,
162,2025-10-16 17:07:53,2025-10-16 17:08:52,58,TRUE,2025-10-16 17:08:53,R_4hB9ewcUX9b7hi4,7 ,제품이 다양하지 않고 최소 무료배송 금액이 커서,FEMALE,30대,수도권,구독,[BMART],1.60812E+11,FEMALE30대,
181,2025-10-16 17:09:06,2025-10-16 17:09:24,18,TRUE,2025-10-16 17:09:25,R_9Pg1iR4sl3x2ohP,10 ,너무 간편하게 집으로 배달 해줘요,FEMALE,30대,수도권,미구독,[BMART],2.30806E+11,FEMALE30대,
191,2025-10-16 17:09:11,2025-10-16 17:09:35,23,TRUE,2025-10-16 17:09:36,R_9mgqu4t36SY1yp3,6 ,품절시 대처가 미흡함,FEMALE,30대,수도권,미구독,[BMART],1.81013E+11,FEMALE30대,
198,2025-10-16 17:09:01,2025-10-16 17:09:45,43,TRUE,2025-10-16 17:09:46,R_4uL0pihqn5EzM6V,2 ,특별히 다른 배달앱보다 더 좋은지 모르겠습니다,FEMALE,30대,수도권,구독,[BMART],2.50831E+11,FEMALE30대,
204,2025-10-16 17:09:36,2025-10-16 17:09:59,22,TRUE,2025-10-16 17:10:00,R_4AqIOqCb5JKPqjD,8 ,좋운,FEMALE,30대,수도권,구독,[BMART],1.71215E+11,FEMALE30대,
206,2025-10-16 17:08:05,2025-10-16 17:10:01,115,TRUE,2025-10-16 17:10:02,R_9nTtTZKixvWKVUH,6 ,급할 때 간편하게 쓰기 좋아서,FEMALE,30대,수도권,미구독,[Store],1.60421E+11,FEMALE30대,
211,2025-10-16 17:09:02,2025-10-16 17:10:07,64,TRUE,2025-10-16 17:10:08,R_4lB7ar7tLTaC3vP,10 ,"급하게 필요할때 주문하면 바로바로 오고
편리함",FEMALE,30대,수도권,구독,[BMART],2.01309E+11,FEMALE30대,
214,2025-10-16 17:09:51,2025-10-16 17:10:13,21,TRUE,2025-10-16 17:10:15,R_4CwSBpbnRhTYZwh,8 ,너무편리하고 배송도빠르고 좋았어요,FEMALE,30대,수도권,구독,[Store],1.80517E+11,FEMALE30대,
216,2025-10-16 17:09:33,2025-10-16 17:10:22,48,TRUE,2025-10-16 17:10:23,R_4CNSJQRXHnFnCiA,8 ,집에서 급하게 필요한것을 살 수 있고 매일 다양한 할인품목이 있어서 자주 들여다 보게 된다.,FEMALE,30대,수도권,미구독,[BMART],2.30513E+11,FEMALE30대,
227,2025-10-16 17:09:56,2025-10-16 17:10:35,38,TRUE,2025-10-16 17:10:36,R_4cZjxhvFT5xh4vq,8 ,"급하게 필요한물품사기좋고,빠른배송. 다만제품이한정적이라 아쉬움",FEMALE,30대,수도권,구독,"[BMART, Store]",2.00331E+11,FEMALE30대,
237,2025-10-16 17:10:03,2025-10-16 17:10:53,49,TRUE,2025-10-16 17:10:54,R_42DAprfUnsCuTBN,8 ,추천은 하지만 같은 제품의 가격차이가 많이 날 때가 있어서 그건 좀 아쉬워요,FEMALE,30대,수도권,구독,[BMART],2.00717E+11,FEMALE30대,
238,2025-10-16 17:10:04,2025-10-16 17:10:58,54,TRUE,2025-10-16 17:11:01,R_446FKOvnMP2WT9n,8 ,"편리하고 빨리 도착함
원하는 상품이 없는 경우도 있음",FEMALE,30대,수도권,구독,[Store],1.9082E+11,FEMALE30대,
243,2025-10-16 17:08:28,2025-10-16 17:11:11,162,TRUE,2025-10-16 17:11:13,R_9fTQNwFfcIAXYJa,9 ,"바쁠때, 외출이 힘들때, 1시간 이내로 필요할 때 유용해요~ -1점은 가끔 품절된 제품이 많아요.",FEMALE,30대,수도권,구독,[BMART],1.50131E+11,FEMALE30대,
244,2025-10-16 17:08:14,2025-10-16 17:11:14,180,TRUE,2025-10-16 17:11:15,R_44hD4o2vftGitWV,6 ,근처 편의접이나 픽업서비스는 쿠폰활용하며 사용할 가치가 있지만 비마트는 글쎄.. 당일 배송은 이미 여러 대형업체들이 많은데 비해 물건의 종류나 쿠폰활용해도 다른 타업체보다 저렴하지않아 이용안하게된다,FEMALE,30대,수도권,구독,[Store],1.80109E+11,FEMALE30대,
255,2025-10-16 17:11:08,2025-10-16 17:11:36,28,TRUE,2025-10-16 17:11:37,R_4EtCi8tW2SLPeKt,8 ,배송이 빠르고 과일의 상태가 좋음,FEMALE,30대,수도권,미구독,[BMART],2.4113E+11,FEMALE30대,
256,2025-10-16 17:10:16,2025-10-16 17:11:39,83,TRUE,2025-10-16 17:11:40,R_9zzSWeGCMQCzUVr,10 ,"적은인원의가구에게 딱이에요. 
그리고 그때그때 신상품도 빨리들어오고
할인행사도 많은거같아요. 
집이 가까워서그런지 바로배달되서 좋은거같애요. ",FEMALE,30대,수도권,구독,"[BMART, Store]",2.00823E+11,FEMALE30대,
265,2025-10-16 17:11:18,2025-10-16 17:11:57,39,TRUE,2025-10-16 17:11:58,R_9aDBBSXVZ0DbHb1,9 ,항상이용하기편리해서,FEMALE,30대,수도권,구독,[BMART],2.01405E+11,FEMALE30대,
269,2025-10-16 17:11:42,2025-10-16 17:12:10,28,TRUE,2025-10-16 17:12:11,R_9C8UHvmTghcIqLW,8 ,배송이 빠르다,FEMALE,30대,수도권,미구독,[BMART],2.10501E+11,FEMALE30대,
276,2025-10-16 17:11:32,2025-10-16 17:12:24,51,TRUE,2025-10-16 17:12:25,R_9Cr0brAAyQ7EaHP,10 ,유용한 상품이 많음,FEMALE,30대,수도권,구독,[BMART],1.61208E+11,FEMALE30대,
290,2025-10-16 17:12:19,2025-10-16 17:12:46,26,TRUE,2025-10-16 17:12:47,R_4f8IUyTyAKJgnO6,8 ,편리하고 맛있는게 많아요,FEMALE,30대,수도권,구독,[BMART],2.10108E+11,FEMALE30대,
298,2025-10-16 17:11:25,2025-10-16 17:13:02,97,TRUE,2025-10-16 17:13:03,R_9vLxEDnrxvCibzX,8 ,"음식은 원하는시간에 오는 
서비스 가있으면 합니다",FEMALE,30대,수도권,미구독,[BMART],2.30922E+11,FEMALE30대,
303,2025-10-16 17:11:03,2025-10-16 17:13:10,127,TRUE,2025-10-16 17:13:11,R_9qafTRh93RpKTAZ,3 ,급할때는 쓰지만 기본 배달비용이 부담스럽고 무료배송 커트라인이 높음. 급하지 않을때는 가격매리트가큰 쿠팡을 사용하는게 더 좋기때문,FEMALE,30대,수도권,미구독,"[BMART, Store]",1.41006E+11,FEMALE30대,
319,2025-10-16 17:11:57,2025-10-16 17:13:31,94,TRUE,2025-10-16 17:13:33,R_42lfuPtN14g29ok,6 ,"바로 배달 온다는 점에서 아주 큰 장점이지만
신선식품 같은 경우 상품의 질을 확신할 수 없다는 점과 저렴하게 파는 건 아니라는 점에서 마이너스",FEMALE,30대,수도권,구독,[BMART],1.90912E+11,FEMALE30대,
324,2025-10-16 17:13:21,2025-10-16 17:13:49,28,TRUE,2025-10-16 17:13:50,R_4HuBcGkIdBwtuGR,10 ,필요한 물건을 빠르게 받아볼수있어서,FEMALE,30대,수도권,구독,"[BMART, Store]",1.71001E+11,FEMALE30대,
336,2025-10-16 17:13:11,2025-10-16 17:14:15,64,TRUE,2025-10-16 17:14:16,R_4TatFgzTUhb6EcF,1 ,배달기사들 하나같이 무서운 깡패들같음.거기다 고객센터는 불친절하고 고객말잘라먹음.,FEMALE,30대,수도권,구독,[BMART],2.01312E+11,FEMALE30대,
346,2025-10-16 17:12:47,2025-10-16 17:14:29,102,TRUE,2025-10-16 17:14:31,R_4LO0dWBvx6zE576,9 ,할인품목이 많아서 저렴한 물품을 구매할수있고 배달이 빠른편임,FEMALE,30대,수도권,구독,[BMART],1.80821E+11,FEMALE30대,
360,2025-10-16 17:14:11,2025-10-16 17:15:06,54,TRUE,2025-10-16 17:15:07,R_41u3KIJrfNXkTai,8 ,"무거운 물건이나 신선제품등을 바로바로 집앞까지 배달해주기때문에
쿠폰 제도도 만족합니다",FEMALE,30대,수도권,구독,[BMART],1.81117E+11,FEMALE30대,
366,2025-10-16 17:14:51,2025-10-16 17:15:20,29,TRUE,2025-10-16 17:15:22,R_9stbInltj9yBM2Z,10 ,쿠팡은하루걸리는데당일이고 몇시간안에와서좋아요,FEMALE,30대,수도권,미구독,[Store],2.00726E+11,FEMALE30대,
367,2025-10-16 17:13:41,2025-10-16 17:15:23,102,TRUE,2025-10-16 17:15:24,R_4z6M0Qxz9DIjSZK,10 ,시간없고 혼자사믄 자취생에게 너무 좋아서,FEMALE,30대,수도권,구독,"[BMART, Store]",1.70426E+11,FEMALE30대,
389,2025-10-16 17:15:07,2025-10-16 17:16:22,75,TRUE,2025-10-16 17:16:23,R_92sxswsjFdXLtE6,7 ,당일에 빠른 배송이 되기 때문에 필요할 때 바로 바로 주뮨할 수 있어서 좋아요. 다만 최소배달금액과 무료배달금액이 높아서… 물건이 한두개 필요할때도 여러개 주문해야해서 1인 가구 입장에선 많이 부르는게 부담이 되요,FEMALE,30대,수도권,구독,"[BMART, Store]",1.7093E+11,FEMALE30대,
394,2025-10-16 17:15:52,2025-10-16 17:16:42,49,TRUE,2025-10-16 17:16:43,R_9eJq3iLGPY047M9,8 ,마음에들었는데 요새 배차가느린거같아요 ㅜ,FEMALE,30대,수도권,구독,[BMART],1.71003E+11,FEMALE30대,
396,2025-10-16 17:16:24,2025-10-16 17:16:49,24,TRUE,2025-10-16 17:16:50,R_9MZ3i7y3iBfNbOE,10 ,일단 배송이 빠르고 추천 제품이 좋아요,FEMALE,30대,수도권,미구독,[Store],2.10523E+11,FEMALE30대,
401,2025-10-16 17:16:34,2025-10-16 17:17:04,30,TRUE,2025-10-16 17:17:06,R_40Ar9TTESdp7Hjj,10 ,바로 받을수 있는게 제일 큰 장점,FEMALE,30대,수도권,구독,"[BMART, Store]",1.80815E+11,FEMALE30대,
405,2025-10-16 17:10:46,2025-10-16 17:17:16,390,TRUE,2025-10-16 17:17:17,R_4q2Yl4Mau7gCJEp,10 ,"1. 급하게 당일 장봐야 할때 1시간 내로 배송.
심지어 당일 시간지정도 가능

2. 1번과 같은 이유로 냉동, 냉장 식료품 변질 걱정 없음.

3. 박스없이 비닐에 배송되기에 과대 포장 스트레스 없음.
배송물 정리 수고 덜어줌.

4. 다양한 물품구비와 세심한 포장.
화학제품을 식품과 같이 주문해도 별도 구별하여 비닐포장 등 세심함

5. 10프로 할인쿠폰, B마특가, 2시특가 이벤트.
특가상품이 매일 바뀌고 특가 안내 등 볼거리가 재미남

",FEMALE,30대,수도권,구독,[BMART],1.80629E+11,FEMALE30대,
413,2025-10-16 17:11:18,2025-10-16 17:17:36,378,TRUE,2025-10-16 17:17:37,R_9V0llri1HWgfPKp,5 ,아직은 연동이 잘 안되는것 같음 완료되었다고 갔더니 제 챙기고 있었어요,FEMALE,30대,수도권,구독,[Store],2.0112E+11,FEMALE30대,
415,2025-10-16 17:16:16,2025-10-16 17:17:41,85,TRUE,2025-10-16 17:17:42,R_9qldB7f4EYyVAQU,7 ,편하긴한데 종류가 많이없고 선택지가 없다보니 크게 비싼 가격도아닌데 비싸게 느껴짐,FEMALE,30대,수도권,구독,[BMART],1.50404E+11,FEMALE30대,
420,2025-10-16 17:14:58,2025-10-16 17:17:50,172,TRUE,2025-10-16 17:17:51,R_9lRICwRsjkvYEeZ,7 ,"편리하여 만족도 높았으나, 최근 상품 파손 환불 과정에서 아쉬운점 경험함. 환불에 소요되는 시간이 길고, 진행상황 확인이 정확하지 않았음",FEMALE,30대,수도권,구독,[BMART],1.4091E+11,FEMALE30대,
428,2025-10-16 17:17:42,2025-10-16 17:18:19,36,TRUE,2025-10-16 17:18:20,R_4BPCwUEoFbKwPsd,8 ,구매 후 1시간이내 바로 받아볼 수 있는 장점,FEMALE,30대,수도권,구독,[BMART],1.60127E+11,FEMALE30대,
431,2025-10-16 17:17:40,2025-10-16 17:18:22,42,TRUE,2025-10-16 17:18:24,R_4IZ8UCqJ6swYzfM,10 ,편하게 장을 볼수있어좋아요,FEMALE,30대,수도권,구독,[BMART],1.90815E+11,FEMALE30대,
439,2025-10-16 17:18:16,2025-10-16 17:18:40,23,TRUE,2025-10-16 17:18:42,R_9wEPBiMJAo8Lc4Z,5 ,가격이 조금 높지만 편리함,FEMALE,30대,수도권,미구독,[Store],2.00714E+11,FEMALE30대,
458,2025-10-16 17:17:43,2025-10-16 17:19:57,134,TRUE,2025-10-16 17:19:58,R_4CxWAMf2cOW9izb,7 ,"즐겨먹었던 저당 식품들의
판매종료로 주문할 상품이 줄었고,

최근 3호선 지축역 근처로 이사했는데
B마트 주문이 불가능했다",FEMALE,30대,수도권,구독,"[BMART, Store]",2.01407E+11,FEMALE30대,
459,2025-10-16 17:19:32,2025-10-16 17:19:57,25,TRUE,2025-10-16 17:19:58,R_4shueX3HjtgyxkP,9 ,원하는 물건 빠르개 바로 받을 수 있러서,FEMALE,30대,수도권,구독,[BMART],2.01406E+11,FEMALE30대,
460,2025-10-16 17:19:21,2025-10-16 17:19:59,37,TRUE,2025-10-16 17:20:00,R_9JmE877WxXfc2Sv,10 ,당일 몇시간내 모바일로 소량의 물건을 사는데 의의가 있음,FEMALE,30대,수도권,미구독,[Store],1.71223E+11,FEMALE30대,
466,2025-10-16 17:19:40,2025-10-16 17:20:20,40,TRUE,2025-10-16 17:20:22,R_9ekN6uYgxWhrYtH,10 ,"제품도 다양해졌고 배달이 빠릅니다.
묶음으로 할인제품도 좋습니다.",FEMALE,30대,수도권,구독,[BMART],1.80812E+11,FEMALE30대,
491,2025-10-16 17:21:11,2025-10-16 17:21:43,32,TRUE,2025-10-16 17:21:44,R_9Vym7Yhsk0aZwul,10 ,빠르고 편리하게 배달 받음,FEMALE,30대,수도권,구독,[BMART],2.10502E+11,FEMALE30대,
493,2025-10-16 17:21:15,2025-10-16 17:21:45,30,TRUE,2025-10-16 17:21:46,R_932YmBRnnZuBL1M,10 ,빠른배달 좋은품질,FEMALE,30대,수도권,미구독,[BMART],2.20713E+11,FEMALE30대,
500,2025-10-16 17:21:43,2025-10-16 17:22:08,25,TRUE,2025-10-16 17:22:09,R_9liATV5JxNcMtX5,9 ,쿠팡보다 빠른배달,FEMALE,30대,수도권,구독,"[BMART, Store]",1.71127E+11,FEMALE30대,
508,2025-10-16 17:22:02,2025-10-16 17:22:33,30,TRUE,2025-10-16 17:22:34,R_9rYsklkFX6tt5cJ,10 ,"빠르게 받을수있구요, 배민클럽은 할인도되구요",FEMALE,30대,수도권,구독,[BMART],1.7121E+11,FEMALE30대,
530,2025-10-16 17:21:43,2025-10-16 17:24:01,137,TRUE,2025-10-16 17:24:01,R_4WYUDkf0qXqIjIC,9 ,편리해서,FEMALE,30대,수도권,미구독,"[BMART, Store]",1.70326E+11,FEMALE30대,
535,2025-10-16 17:23:48,2025-10-16 17:24:28,39,TRUE,2025-10-16 17:24:29,R_9g0i74Oe1dTW919,9 ,바로배송이 빠르고 가격이 좋아요,FEMALE,30대,수도권,구독,[BMART],1.90121E+11,FEMALE30대,
536,2025-10-16 17:22:38,2025-10-16 17:24:29,110,TRUE,2025-10-16 17:24:31,R_49Ks3ZWsAbXee1X,6 ,"가격이 비싼 단점이 있었는데 최근 최저가도전이 생기면서 사용빈도수가 올라감

전체적으로 상품수도 많아지면 좋을 것 같고
무엇보다 최저가 도전 상품이 많아지면 좋을것 같습니다.
그러면 쿠팡보다 떨어질게 없을것 같아요.

근데 오프라인 매장은 안만드시나요?
이마트에브리데이처럼 비마트 오프라인매장이 있었음 좋겠어요",FEMALE,30대,수도권,구독,[BMART],1.60819E+11,FEMALE30대,
545,2025-10-16 17:24:00,2025-10-16 17:25:13,72,TRUE,2025-10-16 17:25:14,R_9FKyULBYHxKcutC,9 ,"물건이 다양, 마트 배송 어려운 늦은 저녁 밤에도 주문 후 바로 배송 받을 수 있어서 좋아요",FEMALE,30대,수도권,구독,[BMART],2.1112E+11,FEMALE30대,
546,2025-10-16 17:24:46,2025-10-16 17:25:18,31,TRUE,2025-10-16 17:25:19,R_9CyazbxvSVBb2Je,5 ,최소금액,FEMALE,30대,수도권,구독,[BMART],1.70421E+11,FEMALE30대,
547,2025-10-16 17:25:05,2025-10-16 17:25:31,26,TRUE,2025-10-16 17:25:32,R_9PZjijRQOXe1Rfz,10 ,편리함 신속함,FEMALE,30대,수도권,미구독,[BMART],2.10718E+11,FEMALE30대,
548,2025-10-16 17:24:40,2025-10-16 17:25:32,52,TRUE,2025-10-16 17:25:32,R_9cfT3rCOTDk0lS9,10 ,편리하고 집까지 배송되고 쿠폰 포인트도 있고 무료배송도 되서요!,FEMALE,30대,수도권,구독,"[BMART, Store]",1.90705E+11,FEMALE30대,
550,2025-10-16 17:24:53,2025-10-16 17:25:36,42,TRUE,2025-10-16 17:25:37,R_9M5U7Hpzq7shVFC,7 ,급할때 편해서,FEMALE,30대,수도권,구독,[BMART],1.90622E+11,FEMALE30대,
560,2025-10-16 17:25:37,2025-10-16 17:26:20,42,TRUE,2025-10-16 17:26:22,R_9PpobYnib9eF7S1,7 ,편리해서 쓰긴 하는데 남한테 배민쓰라고 추천하고 싶진 않음. ,FEMALE,30대,수도권,구독,"[BMART, Store]",1.80526E+11,FEMALE30대,
562,2025-10-16 17:25:19,2025-10-16 17:26:35,75,TRUE,2025-10-16 17:26:36,R_9m3F7dINvbycUJH,3 ,"물건 가격이 싼거같지도않구
배송비무료 구매금액기준이 너무높아요

정말 나가기귀찮거나 하지않는이상 잘 이용 안하게됩니다 

그렇다구 또 엄청 빨리 오지두않는거같아요",FEMALE,30대,수도권,구독,[BMART],1.80115E+11,FEMALE30대,
563,2025-10-16 17:25:11,2025-10-16 17:26:37,86,TRUE,2025-10-16 17:26:38,R_9X5s2kWbXET1syZ,7 ,배달 시키기가 편하고 쿠폰도 많다. 1인 가구나 2인이 사는 정도가 적당할 것 같고 가족이 많은 곳에게 좋은 곳은 아닌거 같다,FEMALE,30대,수도권,구독,[BMART],2.10428E+11,FEMALE30대,
569,2025-10-16 17:26:38,2025-10-16 17:27:17,38,TRUE,2025-10-16 17:27:18,R_9pvElezGHHKF3zj,10 ,"편해요 배달되는 시간도 빠르고
차타고 큰 마트 갈 필요없어서
자주 이용합니다.",FEMALE,30대,수도권,구독,[BMART],1.70106E+11,FEMALE30대,
572,2025-10-16 17:26:40,2025-10-16 17:27:43,62,TRUE,2025-10-16 17:27:44,R_9bPKm64zaIr7qBX,8 ,배송이 빠르고 할인을 많이함,FEMALE,30대,수도권,미구독,[BMART],1.80224E+11,FEMALE30대,
589,2025-10-16 17:27:08,2025-10-16 17:28:32,83,TRUE,2025-10-16 17:28:33,R_96GMfXOf7VMtbOh,8 ,"꼭 필요할때 쓰기 좋아용, 쿠폰이나 혜택이 큰게있을때는 안필요해도 구경하게 되는 매직..",FEMALE,30대,수도권,구독,[BMART],2.10505E+11,FEMALE30대,
590,2025-10-16 17:23:38,2025-10-16 17:28:34,295,TRUE,2025-10-16 17:28:34,R_90dDcIX13LWg5Ff,7 ,"차도없고 장을많이볼때 집앞까지 배송해주는게 너무좋고 핸드폰으로 고르고 간편해서 너무 편리합니다
물건상태를 못보니 야채같은거나 보고고를수없고 확인이어려워 가끔 무른것들이와서 그런경우는 좀아쉬워요
가격도 할인하는거치곤 싸진않아서 조금 저렴하면좋겠어요 ",FEMALE,30대,수도권,구독,"[BMART, Store]",1.90127E+11,FEMALE30대,
591,2025-10-16 17:28:23,2025-10-16 17:28:40,17,TRUE,2025-10-16 17:28:41,R_9pmMO4RX4mp8qX2,8 ,할인쿠폰,FEMALE,30대,수도권,구독,[Store],1.71104E+11,FEMALE30대,
594,2025-10-16 17:28:30,2025-10-16 17:28:50,19,TRUE,2025-10-16 17:28:51,R_9kiIAxESb9Tb6TC,10 ,간편하고 물건 종류도 많아요,FEMALE,30대,수도권,미구독,[BMART],2.00114E+11,FEMALE30대,
609,2025-10-16 17:29:30,2025-10-16 17:30:13,42,TRUE,2025-10-16 17:30:14,R_9uQBvCN6UJs9LLg,10 ,육아와 직장맘인데 급할때필요한물건을 . 주문하면 집앞까지 안전배송해주심,FEMALE,30대,수도권,구독,"[BMART, Store]",1.70314E+11,FEMALE30대,
614,2025-10-16 17:29:43,2025-10-16 17:30:30,47,TRUE,2025-10-16 17:30:32,R_9frm4zxLtjYOvaP,7 ,픽업시 물품이 없거나 주문을 받아 놓고 취소하은 경우가 더러 있음,FEMALE,30대,수도권,구독,[Store],2.50925E+11,FEMALE30대,
622,2025-10-16 17:30:03,2025-10-16 17:31:35,91,TRUE,2025-10-16 17:31:36,R_4LzlsdwcZVnp2N5,8 ,급할때 최고,FEMALE,30대,수도권,미구독,[BMART],1.60909E+11,FEMALE30대,
631,2025-10-16 17:31:17,2025-10-16 17:32:45,87,TRUE,2025-10-16 17:32:45,R_4qernVGGrFq5HIC,5 ,급할땐좋은데 배송비드니까 뭔가 저렴하단생각은 안들긴해서 자주이용하기보단 급할땐추천할만함,FEMALE,30대,수도권,미구독,[Store],1.41129E+11,FEMALE30대,
635,2025-10-16 17:32:22,2025-10-16 17:32:57,34,TRUE,2025-10-16 17:32:58,R_4yla8Oc6MaadnnM,8 ,배송빠름. 상품 포장도 괜찮음,FEMALE,30대,수도권,구독,[BMART],2.00112E+11,FEMALE30대,
636,2025-10-16 17:32:38,2025-10-16 17:33:01,22,TRUE,2025-10-16 17:33:01,R_431HCLI289mWwuJ,9 ,편하고 필요할때 바로 구매가능해서,FEMALE,30대,수도권,구독,[BMART],1.60706E+11,FEMALE30대,
