,ResponseId,Q2,Q1_1,classification,category,sub_category,Unnamed: 6,Unnamed: 7,Unnamed: 8,gender,age_group,rgn_nm
132,R_477qc6FGwGsr0bf,너무느려요 배달이 그리고 코스도 안맞게 배달기사에게 주는거같아요 그리고 늦으면 늦는다고 말해줘야하는데 그냥 배민에서 시간만 ..,1,도착 예정 시간에 배달 > 배달 시간 부정확,도착 예정 시간에 배달,배달 시간 부정확,,,,MALE,40대,광역시
133,R_4ncRnevwhVulsQN,한집배달 알뜰배달인 배달의민족 배달원의 배달은 다른 어플보다 현저히 느릴때가 많습니다. 늦게되서 취소를 권할때도 그 기다린 시간에대한건 전혀 생각안하는것 같습니다. 기상악화때는 이해하지만 타플랫폼도 똑같은 환경인데요..ㅎㅎ,5,배달속도 > 한집배달 의심/불만,배달속도,한집배달 의심/불만,,,,FEMALE,30대,수도권
134,R_4ncRnevwhVulsQN,한집배달 알뜰배달인 배달의민족 배달원의 배달은 다른 어플보다 현저히 느릴때가 많습니다. 늦게되서 취소를 권할때도 그 기다린 시간에대한건 전혀 생각안하는것 같습니다. 기상악화때는 이해하지만 타플랫폼도 똑같은 환경인데요..ㅎㅎ,5,배달속도 > 배달 속도 느림,배달속도,배달 속도 느림,,,,FEMALE,30대,수도권
135,R_4ncRnevwhVulsQN,한집배달 알뜰배달인 배달의민족 배달원의 배달은 다른 어플보다 현저히 느릴때가 많습니다. 늦게되서 취소를 권할때도 그 기다린 시간에대한건 전혀 생각안하는것 같습니다. 기상악화때는 이해하지만 타플랫폼도 똑같은 환경인데요..ㅎㅎ,5,기타 > 배달 취소,기타,배달 취소,,,,FEMALE,30대,수도권
136,R_4ncRnevwhVulsQN,한집배달 알뜰배달인 배달의민족 배달원의 배달은 다른 어플보다 현저히 느릴때가 많습니다. 늦게되서 취소를 권할때도 그 기다린 시간에대한건 전혀 생각안하는것 같습니다. 기상악화때는 이해하지만 타플랫폼도 똑같은 환경인데요..ㅎㅎ,5,기타 > 고객 서비스 응대,기타,고객 서비스 응대,,,,FEMALE,30대,수도권
137,R_4NMixWG2bCznVhn,여러 음식점을 배달로 편하지만 알뜰배달 도착예정시간이 자꾸 바뀌어서.,7,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,40대,광역시
138,R_4NMixWG2bCznVhn,여러 음식점을 배달로 편하지만 알뜰배달 도착예정시간이 자꾸 바뀌어서.,7,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,40대,광역시
139,R_4NMixWG2bCznVhn,여러 음식점을 배달로 편하지만 알뜰배달 도착예정시간이 자꾸 바뀌어서.,7,도착 예정 시간에 배달 > 배달 시간 부정확,도착 예정 시간에 배달,배달 시간 부정확,,,,FEMALE,40대,광역시
140,R_4Kse8LawaPviZ8J,빠르고.다양한매장있어편하다,10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,40대,지방
141,R_4fUGtnAqv9DXlfX,편의성과  다양성(가맹점수),10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,MALE,50대 이상,수도권
142,R_9gSZKJlkIy6K17H,다양한 음시과 이벤트,10,가게/메뉴 다양성 > 다양한 메뉴,가게/메뉴 다양성,다양한 메뉴,,,,FEMALE,40대,광역시
143,R_9hAnHaLBduiwK3h,업체가 많아요,10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,30대,수도권
144,R_9PaCdmyctLVpkZY,가격이 비싸다,5,메뉴 가격 > 높은 가격,메뉴 가격,높은 가격,,,,FEMALE,20대,수도권
145,R_4LcF1jAdZuDDgQE,다른 어플보다 많은 것들이 입점되어있다,10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,10대,광역시
146,R_9kTwCECdZ6HVZTi,대체적으로 빠르고 안전한 배달,8,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,MALE,40대,수도권
147,R_9kTwCECdZ6HVZTi,대체적으로 빠르고 안전한 배달,8,포장/배달 상태 > 배달 안정성,포장/배달 상태,배달 안정성,,,,MALE,40대,수도권
148,R_9dg67dMonotn5M6,그냥 입니다,7,기타 > 기타,기타,기타,,,,FEMALE,40대,광역시
149,R_47bvbBhZbbq6xQB,"편리하긴한, 맛집을 찾는게 어려움 
리뷰도 요즘은 신뢰가 안감
",6,없음 > 없음,없음,없음,,,,FEMALE,40대,수도권
150,R_47bvbBhZbbq6xQB,"편리하긴한, 맛집을 찾는게 어려움 
리뷰도 요즘은 신뢰가 안감
",6,가게/메뉴 트렌디함 > 인기 맛집 적음,가게/메뉴 트렌디함,인기 맛집 적음,,,,FEMALE,40대,수도권
151,R_47bvbBhZbbq6xQB,"편리하긴한, 맛집을 찾는게 어려움 
리뷰도 요즘은 신뢰가 안감
",6,가게를 믿고 주문 > 리뷰 신뢰도,가게를 믿고 주문,리뷰 신뢰도,,,,FEMALE,40대,수도권
152,R_9oqhbIrT1nxl5e4,무난한 편의성,5,없음 > 없음,없음,없음,,,,FEMALE,20대,수도권
153,R_9Hc6DX7KQXdqhHj,가게가 많음,10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,MALE,20대,광역시
154,R_90ZDVjFyHT6xKf9,"추천할만한 다른 어플과의 차이점을 찾기 어렵고, 그렇다고 해서 쓰지 않을 이유도 없다.",5,기타 > 차별성 부족/평범함,기타,차별성 부족/평범함,,,,FEMALE,30대,지방
155,R_9P0AOMLlUWqddD9,최소주문금액을 맞춰야하고 근처면 직접가서 주문하면 더 저렴하게 구입할수있어서,7,최소주문금액 > 최소주문금액 높음,최소주문금액,최소주문금액 높음,,,,FEMALE,40대,수도권
156,R_9P0AOMLlUWqddD9,최소주문금액을 맞춰야하고 근처면 직접가서 주문하면 더 저렴하게 구입할수있어서,7,메뉴 가격 > 매장보다 비쌈,메뉴 가격,매장보다 비쌈,,,,FEMALE,40대,수도권
157,R_9ZEbSxdc7PqHr1M,타 배달앱도 많음,5,기타 > 차별성 부족/평범함,기타,차별성 부족/평범함,,,,MALE,50대 이상,광역시
158,R_9S9FwgDwCINxbi1,배달이 매우 빠르고 할인 혜택이 풍부해서,8,배달속도 > 배달 속도 빠름,배달속도,배달 속도 빠름,,,,MALE,30대,지방
159,R_9S9FwgDwCINxbi1,배달이 매우 빠르고 할인 혜택이 풍부해서,8,혜택(할인 및 쿠폰) > 다양한 혜택,혜택(할인 및 쿠폰),다양한 혜택,,,,MALE,30대,지방
160,R_9mfwR1EeqplnznG,다른 곳보다 음식점 종류가 다양합니다,10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,50대 이상,수도권
161,R_9F5MR8vVU3x0Nzc,다양한음식점 빠른배달 ...,10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,MALE,50대 이상,광역시
162,R_9ElLIxQ61iodDYk,"가맹점 다양하고 무료 배송이라 좋구요
이벤트 쿠폰도 줘서 좋아요",9,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,40대,수도권
163,R_9yKiMevdB15Ndcd,개인마다 의견이 다를 수 있으니까,7,기타 > 개인적 선호,기타,개인적 선호,,,,FEMALE,50대 이상,수도권
164,R_9QnBYlXlCzKFieO,행사 편리성 ,8,혜택(할인 및 쿠폰) > 이벤트,혜택(할인 및 쿠폰),이벤트,,,,FEMALE,30대,수도권
165,R_9QnBYlXlCzKFieO,행사 편리성 ,8,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,FEMALE,30대,수도권
166,R_9HojynYDZW4WTkM,음식도 다양하고 정기결제로 인해 무료 배달인 곳이 많아짐,10,가게/메뉴 다양성 > 다양한 메뉴,가게/메뉴 다양성,다양한 메뉴,,,,FEMALE,30대,지방
167,R_9QiIFlMRMZKzq92,편하고 종류많고 유용한 배민패스,9,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,30대,수도권
168,R_9ptoc1VRrcwhFrA,원하는 매장이 풍부 ^^,10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,50대 이상,수도권
169,R_9fBvdaHkWjr6OSL,여러음식종류및 가게들이 많이써서,10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,MALE,30대,수도권
170,R_9wXc44vxxVHlhnj,예전과 달리 포장(픽업)을 안받아주는 가게가 많고 배민클럽으로 배달시켰는데 예를들어 방호수를 301호로 적어야되는데 오타쳐서 201호로 쳐서 가게에 전화했더니 그건안된다고 주문취소하더라 아니 그정도면 걍 기사님한테 301호로가라고하면되는거지 너무 융통성이 없다고 느껴졌다(알뜰배달),5,가게/메뉴 다양성 > 포장 주문 제한,가게/메뉴 다양성,포장 주문 제한,,,,MALE,30대,수도권
171,R_9wXc44vxxVHlhnj,예전과 달리 포장(픽업)을 안받아주는 가게가 많고 배민클럽으로 배달시켰는데 예를들어 방호수를 301호로 적어야되는데 오타쳐서 201호로 쳐서 가게에 전화했더니 그건안된다고 주문취소하더라 아니 그정도면 걍 기사님한테 301호로가라고하면되는거지 너무 융통성이 없다고 느껴졌다(알뜰배달),5,기타 > 고객 서비스 응대,기타,고객 서비스 응대,,,,MALE,30대,수도권
172,R_9Nw7jTFTzeBu1RX,쿠폰 많은 다른배달앱도 많아서 잇점을 모르겠다,5,혜택(할인 및 쿠폰) > 혜택 다양성,혜택(할인 및 쿠폰),혜택 다양성,,,,FEMALE,40대,수도권
173,R_9Nw7jTFTzeBu1RX,쿠폰 많은 다른배달앱도 많아서 잇점을 모르겠다,5,기타 > 차별성 부족/평범함,기타,차별성 부족/평범함,,,,FEMALE,40대,수도권
174,R_9kjMPnNQ1fkNQKI,대부분의 가게를 이용할수있지만 배달 비용 등 부분에서 메리트가 있지 않음,7,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,20대,광역시
175,R_9kjMPnNQ1fkNQKI,대부분의 가게를 이용할수있지만 배달 비용 등 부분에서 메리트가 있지 않음,7,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,20대,광역시
176,R_9kjMPnNQ1fkNQKI,대부분의 가게를 이용할수있지만 배달 비용 등 부분에서 메리트가 있지 않음,7,기타 > 사용 가치 부족,기타,사용 가치 부족,,,,FEMALE,20대,광역시
177,R_9HxkomWSKGLGTsd,많은 종류,7,기타 > 다양성,기타,다양성,,,,MALE,40대,수도권
178,R_4DwG7xIRfjSbRMK,이벤트 행사가 있어서 쿠폰적용이랑 배달 비용이 저렴하게 나올때도 많이 있어요,8,혜택(할인 및 쿠폰) > 이벤트,혜택(할인 및 쿠폰),이벤트,,,,FEMALE,40대,수도권
179,R_4DwG7xIRfjSbRMK,이벤트 행사가 있어서 쿠폰적용이랑 배달 비용이 저렴하게 나올때도 많이 있어요,8,혜택(할인 및 쿠폰) > 다양한 쿠폰,혜택(할인 및 쿠폰),다양한 쿠폰,,,,FEMALE,40대,수도권
180,R_4DwG7xIRfjSbRMK,이벤트 행사가 있어서 쿠폰적용이랑 배달 비용이 저렴하게 나올때도 많이 있어요,8,배달팁 만족 > 저렴한 배달팁,배달팁 만족,저렴한 배달팁,,,,FEMALE,40대,수도권
181,R_9Ge61MxVioZyo1A,쿠팡이츠는 한국인 배달기사를 많이 쓰는데 배민은 중국인이나 외국인도 쓰더라구요.. 요즘 많이 흉흉해져서 무섭습니다,5,기타 > 외국인 라이더,기타,외국인 라이더,,,,FEMALE,20대,수도권
182,R_9Ge61MxVioZyo1A,쿠팡이츠는 한국인 배달기사를 많이 쓰는데 배민은 중국인이나 외국인도 쓰더라구요.. 요즘 많이 흉흉해져서 무섭습니다,5,기타 > 기타,기타,기타,,,,FEMALE,20대,수도권
183,R_4HuJeK3SxOZFtgy,최근주문시 배달이 정해진시간보다 많이늦는 경우가많아 조리음식이 거의식어서 오는경우가많았음,2,배달속도 > 배달 속도 느림,배달속도,배달 속도 느림,,,,MALE,40대,수도권
184,R_4HuJeK3SxOZFtgy,최근주문시 배달이 정해진시간보다 많이늦는 경우가많아 조리음식이 거의식어서 오는경우가많았음,2,포장/배달 상태 > 음식 품질,포장/배달 상태,음식 품질,,,,MALE,40대,수도권
185,R_9NbqbjYrg2DsnxT,배민가격이랑 자체 가게 어플 가격이랑 틀리고 배달비 비싸요,2,메뉴 가격 > 높은 가격,메뉴 가격,높은 가격,,,,FEMALE,40대,수도권
186,R_9NbqbjYrg2DsnxT,배민가격이랑 자체 가게 어플 가격이랑 틀리고 배달비 비싸요,2,배달팁 > 배달팁 높음,배달팁,배달팁 높음,,,,FEMALE,40대,수도권
187,R_48UtAOvOIoV3pEn,"이벤트도 많고,다양한 주문이 장점",8,혜택(할인 및 쿠폰) > 이벤트,혜택(할인 및 쿠폰),이벤트,,,,MALE,50대 이상,수도권
188,R_48UtAOvOIoV3pEn,"이벤트도 많고,다양한 주문이 장점",8,가게/메뉴 다양성 > 다양한 옵션,가게/메뉴 다양성,다양한 옵션,,,,MALE,50대 이상,수도권
189,R_4dxhqNoHKcSkcO5,"소비자 입장,자영업 입장 둘다 써본 상황에서 정말 개선되는 점은 없고 플랫폼 자체만 이득 보는 경우를 너무 많이 보고 겪었습니다 소비자는 장사하는 사장님들 탓을 하게끔 장사 하는 분들은 울며 겨자 먹기로 남는거 하나 없이 쓰고 있습니다 이런 점을 저 뿐만 아니라 많이 얘기 하시겠지만 개선 된다고는 생각 안하지만 너무 답답해서 의견 남깁니다 ",1,기타 > 사회적 기여,기타,사회적 기여,,,,FEMALE,20대,수도권
190,R_4dxhqNoHKcSkcO5,"소비자 입장,자영업 입장 둘다 써본 상황에서 정말 개선되는 점은 없고 플랫폼 자체만 이득 보는 경우를 너무 많이 보고 겪었습니다 소비자는 장사하는 사장님들 탓을 하게끔 장사 하는 분들은 울며 겨자 먹기로 남는거 하나 없이 쓰고 있습니다 이런 점을 저 뿐만 아니라 많이 얘기 하시겠지만 개선 된다고는 생각 안하지만 너무 답답해서 의견 남깁니다 ",1,기타 > 플랫폼 특성,기타,플랫폼 특성,,,,FEMALE,20대,수도권
191,R_9fBvdaHkWjr6OSL,여러음식종류및 가게들이 많이써서,10,가게/메뉴 다양성 > 다양한 메뉴,가게/메뉴 다양성,다양한 메뉴,,,,MALE,30대,수도권
192,R_4PcrEJG8xbLNk3n,간편 및 속도,7,기타 > 속도 빠름,기타,속도 빠름,,,,MALE,40대,수도권
193,R_4PcrEJG8xbLNk3n,간편 및 속도,7,앱 사용 편리성 > 사용 편의성,앱 사용 편리성,사용 편의성,,,,MALE,40대,수도권
194,R_4zCQltnKpIwCMrQ,메뉴가 다양하고 믿을수있는 음식점이 많아서,8,가게/메뉴 다양성 > 다양한 메뉴,가게/메뉴 다양성,다양한 메뉴,,,,FEMALE,50대 이상,광역시
195,R_4zCQltnKpIwCMrQ,메뉴가 다양하고 믿을수있는 음식점이 많아서,8,가게/메뉴 다양성 > 인기 맛집 많음,가게/메뉴 다양성,인기 맛집 많음,,,,FEMALE,50대 이상,광역시
196,R_9OJowDGStCdJou5,"1인분(만원이하) 배달품목이 너무 겹침
다양하지않음",1,가게/메뉴 다양성 > 1인분 메뉴,가게/메뉴 다양성,1인분 메뉴,,,,MALE,40대,광역시
197,R_9OJowDGStCdJou5,"1인분(만원이하) 배달품목이 너무 겹침
다양하지않음",1,가게/메뉴 다양성 > 가게/메뉴 개수 적음,가게/메뉴 다양성,가게/메뉴 개수 적음,,,,MALE,40대,광역시
198,R_9n6Zg9r6fwoRYwF,다른 배달 어플보다 쿠폰이나 이벤트 등을 많이해서 선호하는 브랜드 음식을 주문하는 데에 있어 기존보다 저렴하게 주문이 가능하여 식비를 아끼는게 가능하다,8,혜택(할인 및 쿠폰) > 이벤트,혜택(할인 및 쿠폰),이벤트,,,,MALE,20대,지방
199,R_9n6Zg9r6fwoRYwF,다른 배달 어플보다 쿠폰이나 이벤트 등을 많이해서 선호하는 브랜드 음식을 주문하는 데에 있어 기존보다 저렴하게 주문이 가능하여 식비를 아끼는게 가능하다,8,혜택(할인 및 쿠폰) > 다양한 쿠폰,혜택(할인 및 쿠폰),다양한 쿠폰,,,,MALE,20대,지방
200,R_9n6Zg9r6fwoRYwF,다른 배달 어플보다 쿠폰이나 이벤트 등을 많이해서 선호하는 브랜드 음식을 주문하는 데에 있어 기존보다 저렴하게 주문이 가능하여 식비를 아끼는게 가능하다,8,메뉴 가격 > 저렴한 가격,메뉴 가격,저렴한 가격,,,,MALE,20대,지방
201,R_9FahfWHVnWivOml,다양한 메뉴를 한번에 보고 고를수있고 배달의 편리함  배민에서 인증된 식당이라 믿고 시킬수 있음,10,가게/메뉴 다양성 > 다양한 메뉴,가게/메뉴 다양성,다양한 메뉴,,,,FEMALE,40대,지방
202,R_9FahfWHVnWivOml,다양한 메뉴를 한번에 보고 고를수있고 배달의 편리함  배민에서 인증된 식당이라 믿고 시킬수 있음,10,가게를 믿고 주문 > 신뢰,가게를 믿고 주문,신뢰,,,,FEMALE,40대,지방
203,R_9dFKbqzHW49DEC7,메뉴도 다양하고 배달도 만족도가 높아요,10,가게/메뉴 다양성 > 다양한 메뉴,가게/메뉴 다양성,다양한 메뉴,,,,FEMALE,40대,수도권
204,R_4eJw6ZjBJqFttsJ,가맹점이 많음,10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,40대,수도권
205,R_4Hj48MJqBxKyRQR,배민클럽 중복할인이 쏠쏠함,7,혜택(할인 및 쿠폰) > 혜택 중복적용,혜택(할인 및 쿠폰),혜택 중복적용,,,,MALE,30대,수도권
206,R_9EcoKoY4RbcXVqL,메뉴 많고 분류 잘 되어있어 찾기 편하고 그날 혜택이나 이벤트 할인 쿠폰 찾기 쉽고 쓰기 쉬어 편리하게 빠르게 그리고 맛있게 이용합니다~~,9,가게/메뉴 다양성 > 다양한 메뉴,가게/메뉴 다양성,다양한 메뉴,,,,FEMALE,40대,광역시
207,R_4oFmFSPhG07725r,"멤버쉽 비용도 저렴하고 많은 메뉴가 있고
고객 응대도 친절함.",10,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,FEMALE,40대,수도권
208,R_95T0N83nsJx3kbI,앱의 완성도는 독보적이나 할인행사가 적고 업체 부담 수수료가 높다고 들었음,5,없음 > 없음,없음,없음,,,,MALE,30대,지방
209,R_95T0N83nsJx3kbI,앱의 완성도는 독보적이나 할인행사가 적고 업체 부담 수수료가 높다고 들었음,5,혜택(할인 및 쿠폰) > 이벤트,혜택(할인 및 쿠폰),이벤트,,,,MALE,30대,지방
210,R_95T0N83nsJx3kbI,앱의 완성도는 독보적이나 할인행사가 적고 업체 부담 수수료가 높다고 들었음,5,기타 > 사회적 기여,기타,사회적 기여,,,,MALE,30대,지방
211,R_9rmf9KfGqiKowzT,타 배달앱보다 금액이 비싸지만 무료배달이랑 가끔씩 8천원이나 1만원 쿠폰을 줘서,7,메뉴 가격 > 높은 가격,메뉴 가격,높은 가격,,,,MALE,20대,지방
212,R_9rmf9KfGqiKowzT,타 배달앱보다 금액이 비싸지만 무료배달이랑 가끔씩 8천원이나 1만원 쿠폰을 줘서,7,배달팁 만족 > 무료배달,배달팁 만족,무료배달,,,,MALE,20대,지방
213,R_9rmf9KfGqiKowzT,타 배달앱보다 금액이 비싸지만 무료배달이랑 가끔씩 8천원이나 1만원 쿠폰을 줘서,7,혜택(할인 및 쿠폰) > 다양한 쿠폰,혜택(할인 및 쿠폰),다양한 쿠폰,,,,MALE,20대,지방
214,R_4cbTELCG2nnZwKh,매장도 다양하고 배민클럽으로 무료배달 가능 그리고 배달시간도 빠르고 정확해서,9,가게/메뉴 다양성 > 가게 많음,가게/메뉴 다양성,가게 많음,,,,MALE,30대,광역시
